Registration Timestamp,Topic,Value
2020-02-01 19:26:18.144581,house/toast,12.5
2020-02-01 19:26:21.097168,house/toast,1.5
2020-02-01 19:26:44.042229,house/toast,6.0
2020-02-01 19:26:49.252528,house/toast,39.0
2020-02-01 19:36:05.764110,house/toast,9.0
2020-02-01 20:11:31.890047,house/toast,9.0
2020-02-01 20:18:13.501748,house/toast,45.0
2020-02-02 12:55:02.153361,house/toast,45
